CorsikaId px py pz x y z shower_id prm_id prm_energy prm_theta prm_phi
0013 +4.81710e-01 +1.24114e-01 +7.47777e-01 -8.53986e+04 -6.20477e+04 +1.32579e+03 00000001 0703 +3.63369e+01 +74.530 +040.814
0006 +2.88290e+00 -1.09338e+00 +6.56515e-01 +1.79917e+04 -5.49880e+01 +2.17461e+03 00000002 0703 +1.84149e+02 +80.034 -021.234
0002 -1.83168e-03 -1.65844e-04 +6.40913e-03 +3.90461e+04 -7.47611e+04 +1.64190e+03 00000003 0703 +7.42532e+01 +73.739 +125.336
0001 -2.08538e-05 +3.54071e-04 +2.21278e-04 +3.91599e+04 -7.43326e+04 +1.64621e+03 00000003 0703 +7.42532e+01 +73.739 +125.336
0006 +3.03665e+00 +4.74361e+00 +8.49140e-01 -1.07407e+04 -1.33468e+04 +2.17698e+03 00000004 0703 +4.02558e+02 +79.960 +057.355
0005 +2.58403e+00 +4.68905e+00 +1.44833e+00 -2.88385e+04 -3.74304e+04 +2.02484e+03 00000004 0703 +4.02558e+02 +79.960 +057.355
0006 +2.13443e+00 +3.18654e+00 +4.84408e-01 -1.09000e+04 -1.77427e+04 +2.16598e+03 00000004 0703 +4.02558e+02 +79.960 +057.355
0001 +2.17067e-02 +1.67461e-02 +7.00533e-03 -3.06186e+04 -5.30178e+04 +1.90593e+03 00000004 0703 +4.02558e+02 +79.960 +057.355
0001 -1.44846e-05 +7.85533e-06 +9.38164e-05 -3.09277e+04 -5.32315e+04 +1.90266e+03 00000004 0703 +4.02558e+02 +79.960 +057.355
0001 +4.92488e-03 +5.38101e-03 +2.39033e-03 -3.07162e+04 -5.30278e+04 +1.90538e+03 00000004 0703 +4.02558e+02 +79.960 +057.355
0001 +5.03082e-03 +5.83966e-03 +2.44565e-03 -3.07163e+04 -5.30180e+04 +1.90546e+03 00000004 0703 +4.02558e+02 +79.960 +057.355
0001 +4.14963e-04 +3.31050e-04 +1.77825e-04 -3.07183e+04 -5.30609e+04 +1.90510e+03 00000004 0703 +4.02558e+02 +79.960 +057.355
0002 +3.33806e-02 +2.87440e-04 +1.03950e-03 -3.07323e+04 -5.30790e+04 +1.90488e+03 00000004 0703 +4.02558e+02 +79.960 +057.355
0006 -3.49089e+00 +1.18483e+00 +9.73392e-01 +1.20749e+04 -1.41712e+04 +2.17281e+03 00000005 0703 +2.16889e+02 +76.010 +158.960
0001 -1.43807e-03 +2.03568e-03 +9.31196e-04 +2.02419e+04 -6.24052e+03 +2.16480e+03 00000006 0703 +1.57146e+02 +75.532 +170.222
0001 -2.28179e-03 +5.49036e-04 +6.39844e-04 +1.98803e+04 -6.47835e+03 +2.16570e+03 00000006 0703 +1.57146e+02 +75.532 +170.222
0001 -3.77969e-05 -1.52355e-04 +5.30796e-05 +2.05158e+04 -6.73609e+03 +2.16342e+03 00000006 0703 +1.57146e+02 +75.532 +170.222
0001 -6.70378e-03 +2.83220e-04 +4.53958e-03 +2.03850e+04 -6.71239e+03 +2.16387e+03 00000006 0703 +1.57146e+02 +75.532 +170.222
0001 -8.77811e-02 +3.04566e-02 +3.92993e-02 +2.01982e+04 -6.51838e+03 +2.16466e+03 00000006 0703 +1.57146e+02 +75.532 +170.222
0006 +1.61334e+00 -2.02720e+00 +8.04861e-01 -2.32146e+03 +2.55389e+03 +2.19907e+03 00000007 0703 +1.40027e+03 +74.978 -053.254
0001 -1.05968e-04 -1.75413e-03 +1.25383e-03 +4.18326e+03 -4.36806e+03 +2.19713e+03 00000007 0703 +1.40027e+03 +74.978 -053.254
0001 +3.16536e-03 -4.91758e-03 +6.56145e-03 +3.19650e+03 -2.62848e+03 +2.19866e+03 00000007 0703 +1.40027e+03 +74.978 -053.254
0001 +5.84133e-05 -6.78216e-06 +2.17417e-04 +3.11889e+03 -2.63272e+03 +2.19869e+03 00000007 0703 +1.40027e+03 +74.978 -053.254
0001 +1.62501e-03 -1.94468e-04 +1.54044e-03 +3.79770e+03 -2.91004e+03 +2.19820e+03 00000007 0703 +1.40027e+03 +74.978 -053.254
0001 +1.75812e-02 -2.19201e-02 +8.40285e-03 +4.46716e+03 -4.08002e+03 +2.19713e+03 00000007 0703 +1.40027e+03 +74.978 -053.254
0001 +6.98225e-04 -7.16022e-04 +1.54106e-03 +4.27888e+03 -4.07001e+03 +2.19726e+03 00000007 0703 +1.40027e+03 +74.978 -053.254
0001 +2.35612e-04 -2.54125e-04 +2.30463e-04 +4.01311e+03 -3.48315e+03 +2.19778e+03 00000007 0703 +1.40027e+03 +74.978 -053.254
0001 +4.42497e-03 -4.57907e-03 +3.34415e-03 +4.68528e+03 -4.28345e+03 +2.19684e+03 00000007 0703 +1.40027e+03 +74.978 -053.254
0001 -1.76032e-04 +1.47659e-04 +6.16357e-04 +3.70377e+03 -3.32181e+03 +2.19806e+03 00000007 0703 +1.40027e+03 +74.978 -053.254
0001 -8.81197e-05 -1.27395e-05 +1.09507e-04 +3.51633e+03 -2.40966e+03 +2.19857e+03 00000007 0703 +1.40027e+03 +74.978 -053.254
0001 +1.12809e-02 -1.79020e-02 +6.36107e-03 +4.31250e+03 -3.98348e+03 +2.19730e+03 00000007 0703 +1.40027e+03 +74.978 -053.254
0001 +7.85904e-05 -3.63257e-05 +7.03979e-05 +3.81582e+03 -2.97525e+03 +2.19816e+03 00000007 0703 +1.40027e+03 +74.978 -053.254
0001 +5.63642e-03 -1.02285e-02 +4.44857e-03 +4.08292e+03 -4.11348e+03 +2.19736e+03 00000007 0703 +1.40027e+03 +74.978 -053.254
0001 +1.32120e-02 -2.67072e-02 +1.18996e-02 +3.96575e+03 -4.06064e+03 +2.19747e+03 00000007 0703 +1.40027e+03 +74.978 -053.254
0001 -1.23998e-04 +4.38920e-05 +7.41746e-05 +3.17351e+03 -3.15461e+03 +2.19843e+03 00000007 0703 +1.40027e+03 +74.978 -053.254
0001 +7.70292e-04 -3.48778e-04 +8.54313e-04 +3.17635e+03 -1.69826e+03 +2.19898e+03 00000007 0703 +1.40027e+03 +74.978 -053.254
0001 +8.76575e-04 -2.74018e-04 +1.55578e-03 +2.89436e+03 -1.68670e+03 +2.19912e+03 00000007 0703 +1.40027e+03 +74.978 -053.254
