CorsikaId px py pz x y z shower_id prm_id prm_energy prm_theta prm_phi
0001 -8.76327e-04 +2.21948e-03 +3.77383e-03 -2.27378e+05 -1.61022e+04 -1.87757e+03 00000001 1206 +3.21931e+02 +85.545 +012.568
0001 +1.13237e-04 +1.80693e-04 +7.34916e-05 -1.35129e+03 +5.12921e+03 +2.19779e+03 00000002 1206 +1.05143e+03 +75.681 -056.477
0001 +1.16359e-03 -6.65646e-04 +4.44084e-04 -1.33627e+03 +4.98578e+03 +2.19791e+03 00000002 1206 +1.05143e+03 +75.681 -056.477
0001 +2.37342e-03 -1.02535e-02 +4.27189e-03 -1.39503e+03 +5.04336e+03 +2.19785e+03 00000002 1206 +1.05143e+03 +75.681 -056.477
0001 +7.00262e-05 -8.56730e-05 +2.29674e-04 -1.37182e+03 +5.09016e+03 +2.19782e+03 00000002 1206 +1.05143e+03 +75.681 -056.477
0001 +5.30179e-03 -8.18840e-03 +3.83987e-03 -1.33618e+03 +5.03038e+03 +2.19787e+03 00000002 1206 +1.05143e+03 +75.681 -056.477
0001 +6.45715e-05 -1.04541e-04 +3.05217e-05 -1.31698e+03 +4.99756e+03 +2.19790e+03 00000002 1206 +1.05143e+03 +75.681 -056.477
0003 +7.76561e-02 -1.28124e-01 +3.38156e-02 -1.31231e+03 +4.99055e+03 +2.19791e+03 00000002 1206 +1.05143e+03 +75.681 -056.477
0001 +1.33583e-04 +1.74299e-04 +6.15520e-04 -1.96797e+03 +5.75611e+03 +2.19710e+03 00000002 1206 +1.05143e+03 +75.681 -056.477
0001 +2.85428e-04 -5.32228e-04 +5.51280e-04 -1.90813e+03 +5.74782e+03 +2.19712e+03 00000002 1206 +1.05143e+03 +75.681 -056.477
0001 -1.07798e-04 -1.56363e-04 +3.43539e-04 -1.70267e+03 +5.54399e+03 +2.19736e+03 00000002 1206 +1.05143e+03 +75.681 -056.477
0001 +7.15224e-03 -9.94275e-03 +3.16298e-03 +6.81163e+03 -6.54439e+03 +2.19300e+03 00000002 1206 +1.05143e+03 +75.681 -056.477
0001 +1.44207e-02 -2.09603e-02 +9.05119e-03 +6.76275e+03 -6.48670e+03 +2.19311e+03 00000002 1206 +1.05143e+03 +75.681 -056.477
0001 +7.06021e-03 -8.70824e-03 +4.42629e-03 +6.76612e+03 -6.47865e+03 +2.19312e+03 00000002 1206 +1.05143e+03 +75.681 -056.477
0003 +2.34428e-02 -2.45623e-02 +1.88421e-02 +6.76044e+03 -6.45994e+03 +2.19314e+03 00000002 1206 +1.05143e+03 +75.681 -056.477
0001 +1.00463e-04 -9.46617e-05 +7.48977e-05 +6.60757e+03 -6.44726e+03 +2.19331e+03 00000002 1206 +1.05143e+03 +75.681 -056.477
0001 +2.59684e-05 -4.56740e-05 +1.96032e-05 +6.73771e+03 -6.48501e+03 +2.19314e+03 00000002 1206 +1.05143e+03 +75.681 -056.477
0001 -5.58856e-07 +5.24726e-05 +4.43853e-05 +6.71365e+03 -6.42156e+03 +2.19323e+03 00000002 1206 +1.05143e+03 +75.681 -056.477
0001 +4.99736e-04 -1.05213e-03 +4.54902e-04 +6.74538e+03 -6.48765e+03 +2.19313e+03 00000002 1206 +1.05143e+03 +75.681 -056.477
0001 +8.24253e-03 -1.50266e-02 +6.62389e-03 +6.73677e+03 -6.48648e+03 +2.19314e+03 00000002 1206 +1.05143e+03 +75.681 -056.477
0001 +2.30775e-05 -4.40653e-05 +1.99746e-05 +6.73647e+03 -6.48642e+03 +2.19314e+03 00000002 1206 +1.05143e+03 +75.681 -056.477
0002 +5.41601e-02 -1.11303e-01 +4.62485e-02 +6.73660e+03 -6.48701e+03 +2.19314e+03 00000002 1206 +1.05143e+03 +75.681 -056.477
0001 -2.59219e-04 +2.97620e-05 +2.39893e-04 +5.97132e+03 -5.44361e+03 +2.19488e+03 00000002 1206 +1.05143e+03 +75.681 -056.477
0001 +3.59282e-04 -7.99433e-05 +2.23718e-04 +6.53435e+03 -5.66974e+03 +2.19413e+03 00000002 1206 +1.05143e+03 +75.681 -056.477
0001 -1.11364e-04 +4.61043e-05 +2.95247e-04 +7.18310e+03 -7.30755e+03 +2.19176e+03 00000002 1206 +1.05143e+03 +75.681 -056.477
0001 -2.18940e-05 -4.95657e-04 +1.33235e-04 +7.09365e+03 -7.75490e+03 +2.19133e+03 00000002 1206 +1.05143e+03 +75.681 -056.477
0001 +1.15468e-02 -1.60091e-02 +5.55278e-03 +6.80184e+03 -6.51712e+03 +2.19304e+03 00000002 1206 +1.05143e+03 +75.681 -056.477
0001 +3.56021e-05 +1.04705e-04 +1.80810e-05 +6.68889e+03 -6.12395e+03 +2.19355e+03 00000002 1206 +1.05143e+03 +75.681 -056.477
0001 +2.62319e-04 -7.57397e-04 +1.36638e-03 +6.69561e+03 -6.49390e+03 +2.19317e+03 00000002 1206 +1.05143e+03 +75.681 -056.477
